id,category,sentence
301,comparative,"Mytilus edulis is a suspension feeder, whereas Varanus komodoensis is a carnivore."
302,comparative,"Strongylocentrotus purpuratus has pentaradial as an adult and bilateral as a larva symmetry, whereas Octopus vulgaris has bilateral symmetry."
303,comparative,"Limulus polyphemus belongs to the phylum Arthropoda, while Tyto alba belongs to the phylum Chordata."
304,physiology,Gas exchange in the purple sea urchin occurs through tube feet and peristomial gills.
305,comparative,"Myotis lucifugus is an insectivore, whereas Hypsibius exemplaris is a herbivore."
306,comparative,"Danio rerio excretes nitrogen mainly as ammonia, whereas Tyto alba excretes it mainly as uric acid."
307,ecology,"The typical habitat of Crocodylus niloticus is rivers, lakes, and marshes."
308,physiology,"In Latrodectus mactans, circulation is open, with hemolymph containing hemocyanin."
309,comparative,"Unlike Drosophila melanogaster, which is a saprophage, Caenorhabditis elegans is a bacterivore."
310,comparative,"Varanus komodoensis is a carnivore, whereas Mytilus edulis is a suspension feeder."
311,comparative,"Unlike Chelonia mydas, which is a herbivore, Hippocampus abdominalis is a carnivore."
312,comparative,"Myotis lucifugus is an insectivore, whereas Chelonia mydas is a herbivore."
313,morphology,The body plan of Petromyzon marinus shows bilateral symmetry.
314,comparative,"While Homarus americanus is a scavenger and predator, Drosophila melanogaster is a saprophage."
315,comparative,"Unlike Salmo salar, which excretes ammonia, Lithobates catesbeianus excretes urea as an adult and ammonia as a larva."
316,comparative,"Unlike Ambystoma mexicanum, which is ectothermic, Carcharodon carcharias is regionally endothermic."
317,comparative,"Acropora cervicornis is a mixotroph, whereas Danio rerio is an omnivore."
318,comparative,"Unlike Danaus plexippus, which respires through a tracheal system, Aptenodytes forsteri respires through lungs with air sacs."
319,comparative,"Lumbricus terrestris exchanges gases through the moist body surface, whereas Architeuthis dux uses gills."
320,morphology,The common fruit fly has bilateral body symmetry.
321,comparative,"Hippocampus abdominalis exchanges gases through gills, whereas Rhinella marina uses lungs and skin."
322,traits,Researchers studying Mytilus edulis have noted that it lacks a distinct head and radula.
323,comparative,"While Strongylocentrotus purpuratus is a herbivore, Drosophila melanogaster is a saprophage."
324,traits,A notable feature of the desert locust is that crowding triggers a switch from a solitary to a gregarious phase.
325,taxonomy,Tyto alba is the binomial name for the barn owl.
326,comparative,"Unlike Myotis lucifugus, which is an insectivore, Balaenoptera musculus is a filter-feeding carnivore."
327,comparative,"While Homarus americanus is a scavenger and predator, Giraffa camelopardalis is a herbivore."
328,comparative,"Gallus gallus exchanges gases through lungs with air sacs, whereas Pan troglodytes uses lungs."
329,comparative,"Unlike Balaenoptera musculus, which is a filter-feeding carnivore, Cornu aspersum is a herbivore."
330,concepts,"From a zoological perspective, the diaphragm is a sheet of skeletal muscle that drives inspiration in mammals."
331,comparative,"While Danio rerio is an omnivore, Salmo salar is a carnivore."
332,comparative,"Carcharodon carcharias is regionally endothermic, whereas Drosophila melanogaster is ectothermic."
333,traits,A notable feature of the West Indian Ocean coelacanth is that it has an intracranial joint that allows the front of the skull to lift.
334,comparative,"Tyto alba is endothermic, whereas Acropora cervicornis is ectothermic."
335,comparative,"Unlike Hypsibius exemplaris, which is ectothermic, Panthera leo is endothermic."
336,comparative,"While Ursus maritimus is a carnivore, Euplectella aspergillum is a filter feeder."
337,comparative,"Struthio camelus exchanges gases through lungs with air sacs, whereas Asterias rubens uses tube feet and dermal branchiae."
338,comparative,"Tursiops truncatus exchanges gases through lungs, whereas Carcharodon carcharias uses gills."
339,comparative,"Unlike Canis lupus, which excretes urea, Crocodylus niloticus excretes ammonia and uric acid."
340,comparative,"Unlike Aptenodytes forsteri, which excretes uric acid, Aurelia aurita excretes ammonia."
341,ecology,The typical habitat of Limulus polyphemus is shallow coastal waters of the western Atlantic.
342,comparative,"Giraffa camelopardalis is a herbivore, whereas Mus musculus is an omnivore."
343,physiology,"In Hirudo medicinalis, circulation is closed."
344,comparative,"Schmidtea mediterranea exchanges gases through diffusion across the body surface, whereas Strongylocentrotus purpuratus uses tube feet and peristomial gills."
345,comparative,"Unlike Archilochus colubris, which is endothermic, Cornu aspersum is ectothermic."
346,comparative,"Unlike Apis mellifera, which respires through a tracheal system, Hydra viridissima respires through diffusion across the body surface."
347,physiology,"In Salmo salar, circulation is closed, with a two-chambered heart."
348,comparative,"Octopus vulgaris belongs to the phylum Mollusca, while Struthio camelus belongs to the phylum Chordata."
349,reproduction,Reproduction in the chimpanzee is viviparous.
350,comparative,"Unlike Ophiophagus hannah, which respires through lungs, Lumbricus terrestris respires through the moist body surface."
351,comparative,"Asterias rubens excretes nitrogen mainly as ammonia, whereas Iguana iguana excretes it mainly as uric acid."
352,morphology,The emperor penguin has bilateral body symmetry.
353,traits,"Regarding the little brown bat, it locates flying insects using laryngeal echolocation."
354,comparative,"Unlike Homarus americanus, which excretes ammonia, Varanus komodoensis excretes uric acid."
355,comparative,"Unlike Petromyzon marinus, which is a parasite, Ambystoma mexicanum is a carnivore."
356,comparative,"Osphranter rufus exchanges gases through lungs, whereas Cornu aspersum uses a pallial lung formed from the mantle cavity."
357,comparative,"Unlike Strongylocentrotus purpuratus, which excretes ammonia, Loxodonta africana excretes urea."
358,comparative,"Mytilus edulis exchanges gases through gills, whereas Struthio camelus uses lungs with air sacs."
359,comparative,"Unlike Gallus gallus, which respires through lungs with air sacs, Octopus vulgaris respires through gills."
360,comparative,Ophiophagus hannah and Varanus komodoensis both belong to the class Reptilia.
361,concepts,"As a general principle, hermaphroditic animals possess both male and female reproductive organs."
362,comparative,"Chelonia mydas exchanges gases through lungs, whereas Lumbricus terrestris uses the moist body surface."
363,ecology,"In terms of trophic ecology, Archilochus colubris is a nectarivore that also eats small insects."
364,traits,"Regarding the gray wolf, its olfactory epithelium contains far more receptor cells than that of humans."
365,comparative,"Latrodectus mactans excretes nitrogen mainly as guanine and uric acid, whereas Salmo salar excretes it mainly as ammonia."
366,comparative,"Unlike Petromyzon marinus, which is a parasite, Lumbricus terrestris is a detritivore."
367,comparative,"Unlike Pan troglodytes, which is an omnivore, Architeuthis dux is a carnivore."
368,comparative,"Limulus polyphemus belongs to the phylum Arthropoda, while Salmo salar belongs to the phylum Chordata."
369,comparative,"While Hippocampus abdominalis is a carnivore, Iguana iguana is a herbivore."
370,comparative,"Aptenodytes forsteri excretes nitrogen mainly as uric acid, whereas Panthera leo excretes it mainly as urea."
371,comparative,"In contrast to the ectothermic Rhinella marina, Giraffa camelopardalis is endothermic."
372,comparative,"Unlike Tursiops truncatus, which excretes urea, Apis mellifera excretes uric acid."
373,comparative,"While Asterias rubens is a carnivore, Euplectella aspergillum is a filter feeder."
374,comparative,"Unlike Danaus plexippus, which is ectothermic, Falco peregrinus is endothermic."
375,comparative,"Loxodonta africana exchanges gases through lungs, whereas Hippocampus abdominalis uses gills."
376,traits,Researchers studying Balaenoptera musculus have noted that its blowhole is a pair of nostrils displaced to the top of the skull.
377,comparative,"Loxodonta africana has a circulatory system that is closed, whereas that of Asterias rubens is a water vascular system and a reduced hemal system."
378,comparative,"Unlike Ornithorhynchus anatinus, which excretes urea, Lithobates catesbeianus excretes urea as an adult and ammonia as a larva."
379,traits,Researchers studying Caenorhabditis elegans have noted that its connectome of 302 neurons in the hermaphrodite has been mapped.
380,traits,A notable feature of the green sea turtle is that its shell is formed from the carapace and plastron fused to the ribs and vertebrae.
381,summary,"Osphranter rufus, commonly known as the red kangaroo, is a herbivore of the class Mammalia that respires using lungs."
382,comparative,"Crocodylus niloticus is a carnivore, whereas Hirudo medicinalis is a hematophage."
383,comparative,"Unlike Architeuthis dux, which excretes ammonia, Lithobates catesbeianus excretes urea as an adult and ammonia as a larva."
384,comparative,"Unlike Mytilus edulis, which is a suspension feeder, Octopus vulgaris is a carnivore."
385,comparative,"Unlike Tyto alba, which excretes uric acid, Myotis lucifugus excretes urea."
386,comparative,"Apis mellifera is a herbivore, whereas Ophiophagus hannah is a carnivore."
387,comparative,"Unlike Cornu aspersum, whose circulatory system is open, Octopus vulgaris has a circulatory system that is closed."
388,concepts,"In comparative physiology, homologous structures share a common evolutionary origin, even if their functions differ."
389,taxonomy,Homarus americanus is the binomial name for the American lobster.
390,reproduction,The reproductive mode of Tyto alba can be described as oviparous.
391,comparative,"In contrast to the endothermic Ursus maritimus, Schistocerca gregaria is ectothermic."
392,comparative,"Unlike Falco peregrinus, which is endothermic, Danaus plexippus is ectothermic."
393,taxonomy,Panthera leo is the binomial name for the lion.
394,concepts,"In animal biology, phylogenetic trees represent hypotheses about evolutionary relationships among organisms."
395,comparative,"Drosophila melanogaster is a saprophage, whereas Struthio camelus is an omnivore."
