id,category,sentence
287,calculations,"If revenue changes from 9,200 to 11,227 thousand euros, the percentage change is +22.0%."
288,comparative,"The return on a common stock comes from dividends and capital gains, while the return on a money market fund comes from short-term interest income."
289,comparative,"A preferred stock is a hybrid security, whereas a government bond is a debt security."
290,comparative,"The return on a convertible bond comes from coupon payments plus the option to convert into shares, while the return on a futures contract comes from gains or losses from price changes in the underlying asset."
291,calculations,"Discounting 94,000 dollars due in 1 years at an annual rate of 2% gives a present value of approximately 92,156.86 dollars."
292,concepts,"In economics and finance, Know your customer procedures require financial institutions to verify the identity of their clients."
293,comparative,"The return on a mortgage-backed security comes from principal and interest payments passed through from borrowers, while the return on a government bond comes from periodic coupon payments."
294,calculations,"If revenue changes from 7,100 to 8,506 thousand pounds, the percentage change is +19.8%."
295,calculations,"A company with 465 million shares outstanding at a price of 321.13 euros has a market capitalization of about 149,325.5 million euros."
296,instruments,A forward contract is a derivative.
297,instruments,"Regarding the interest rate swap, the notional principal itself is usually not exchanged."
298,calculations,"If a 2% coupon bond with a 1,000 euros face value trades at 885 euros, its current yield is approximately 2.26%. The bond trades at a discount."
299,calculations,"Net income of 44,200,000 euros on shareholders' equity of 614,500,000 euros corresponds to a return on equity of about 7.2%."
300,calculations,"If revenue changes from 4,700 to 4,356 thousand dollars, the percentage change is -7.3%."
301,calculations,"A company with 574 million shares outstanding at a price of 462.69 pounds has a market capitalization of about 265,584.1 million pounds."
302,instruments,"Regarding the money market fund, it aims to preserve capital while providing liquidity."
303,calculations,A share priced at 195 dollars with earnings per share of 0.72 dollars has a price-to-earnings ratio of about 270.8.
304,calculations,"The monthly payment on a 15-year amortizing loan of 230,000 euros at 5% annual interest is approximately 1,818.83 euros."
305,comparative,"The return on a certificate of deposit comes from fixed interest, while the return on a mortgage-backed security comes from principal and interest payments passed through from borrowers."
306,calculations,"A company with net income of 17,400,000 pounds and average equity of 230,600,000 pounds has a return on equity of 7.5%."
307,ratios,"In financial statement analysis, the gross margin, defined as gross profit divided by revenue, indicates the share of revenue remaining after the cost of goods sold."
308,concepts,"In finance, deflation is a sustained decrease in the general price level."
309,calculations,A share priced at 69 dollars with earnings per share of 10.26 dollars has a price-to-earnings ratio of about 6.7.
310,calculations,"Discounting 78,000 dollars due in 12 years at an annual rate of 6% gives a present value of approximately 38,763.61 dollars."
311,calculations,"An asset whose price moves from 9,700 to 11,066 euros has a return of +14.1%, excluding income."
312,concepts,"In economics and finance, bond prices fall when market interest rates rise."
313,calculations,"The future value of 35,000 pounds invested for 14 years at a 6% annual rate, compounded yearly, is about 79,131.64 pounds."
314,calculations,"Simple interest on 19,750 pounds at 2% for 7 years amounts to 2,765.00 pounds."
315,concepts,Convexity describes how a bond's duration changes as interest rates change.
316,calculations,"A company with 474 million shares outstanding at a price of 402.97 dollars has a market capitalization of about 191,007.8 million dollars."
317,ratios,The cash ratio measures the ability to pay short-term liabilities using only cash.
318,calculations,"At a simple interest rate of 6% per year, a principal of 12,250 pounds earns 7,350.00 pounds in interest over 10 years."
319,concepts,"From a financial perspective, the yield curve plots the yields of bonds with equal credit quality across different maturities."
320,concepts,"From a financial perspective, amortization allocates the cost of an intangible asset over its useful life."
321,calculations,"A loan of 400,000 pounds at a 3% annual rate, repaid monthly over 25 years, has a monthly payment of about 1,896.85 pounds."
322,calculations,"If earnings per share are 6.05 pounds and the share price is 61 pounds, the P/E ratio is approximately 10.1."
323,concepts,"From a financial perspective, Modern portfolio theory was developed by Harry Markowitz in the 1950s."
324,comparative,"An interest rate swap is a derivative, whereas an exchange-traded fund is a pooled investment vehicle."
325,comparative,"A corporate bond is a debt security, whereas a forward contract is a derivative."
326,instruments,"Regarding the government bond, it is still exposed to interest rate risk and inflation risk."
327,calculations,"An asset whose price moves from 5,900 to 5,247 pounds has a return of -11.1%, excluding income."
328,calculations,"At a simple interest rate of 5% per year, a principal of 9,500 dollars earns 3,325.00 dollars in interest over 7 years."
329,concepts,"In economics and finance, behavioral finance studies how psychological biases influence financial decisions."
330,calculations,"A bond with a face value of 1,000 pounds, a 7% annual coupon, and a price of 1,035 pounds has a current yield of about 6.76%. The bond trades at a premium."
331,calculations,"The present value of 72,000 dollars received in 11 years, discounted at 2% per year, is about 57,906.94 dollars."
332,calculations,"The monthly payment on a 20-year amortizing loan of 255,000 euros at 3% annual interest is approximately 1,414.22 euros."
